# Two-Pass Transcription: best_part.mp3
# Duration: 271.44s

Time     Chord        Bass         Chords                       Melody
197.20   Gmaj7        G2 F#3       D3 A3 B3 G4                  D5
197.30   Gmaj7        G2 F#3       D3 A3 B3 G4                  D5
197.40   Gmin7        G2           F3 A#3 D3 G4                 D5 A4 D5 E5
197.50   A#           F3 C3        A#3 D3                       A4 D5 E5 E4 D5 E5
197.60   Fsus4        F3 C3        A#3                          A4 D5 E5 E4 D5 E5
197.70   Csus4        F3 C3        A#3 G4                       E4 D5 E5 A#4 E5 F5
197.80   A#5          F3 F2        A#3 G4                       A#4 E5 F5
197.90   A#5          F2 F3        A#3 G4                       A#4 E5 F5
198.00   A#5          F2 F3        A#3 G4                       -
198.10   A#5          F2 F3        A#3 G3 G4                    F4 D5 E5
198.20   A#5          F2 F3        A#3 G3 G4                    F4 D5 E5
198.30   A#5          F2 F3        A#3 G4                       F4 D5 E5 F4 C5 D5
198.40   A#5          F2 F3        A#3                          F4 C5 D5
198.50   A#5          F3 F2        A#3                          F4 C5 D5
198.60   A#maj7       F2           A4 D3 A#3 D#3 F3             A#4 C5 D5
198.70   A#maj7       F2           A4 D3 A#3 D#3 F3             A#4 C5 D5
198.80   D#sus2       F2           A3 A4 A#3 D#3 F3             A#4 C5 D5
198.90   D#sus2       F2           A3 D#3 A#4 A4 F3             -
199.00   F7           F2           D#3 A3 F3                    A4 A#4 C5
199.10   F7           F2           D#3 A3 F3                    A4 A#4 C5
199.20   A5           E2           F3 F4 A#3 A3                 A4 A#4 C5
199.30   A#maj7       F2           D3 F3 A3 A#3                 F4 A4 A#4 F4 A4 A#4
199.40   D5           A1           D3 A3 A#3 D4 C4              F4 A4 A#4 F4 A4 A#4
199.50   F            F2 A1        D3 A3 A#3 D4 C4              F4 A4 A#4 F4 A4 A#4
199.60   A#maj7       A1           D4 A3 F4 A#3 C4 A4           -
199.70   F#aug        F#2          D4 A3 A#3                    F4 G4 A4
199.80   F#aug        F#2          D3 D4 A3 A#3                 F4 G4 A4
199.90   Am           E2 B1        D3 A3 A#3 C4                 F4 G4 A4
200.00   C11          E2           D3 A3 G4 F4 A#3 C4           -
200.10   C11          E2           D3 A#3 C4 G4 A3 F4           -
200.20   C11          E2           A#3 D3 C4 A3 G4 F4           -
200.30   C11          E2           D3 D4 A#3 C4 A3 G4 F4        -
200.40   Am           E2           D3 D4 A#3 C4 A3              F4 G4 A4
200.50   F            F2           D3 D4 A#3 C4 A3              F4 G4 A4
200.60   Fsus4        F2           D3 D4 A#3 C4                 F4 G4 A4 F4 G4 D5
200.70   F5           F2           D3 D4 C4                     F4 G4 D5
200.80   F5           F2           D3 D4 C4                     F4 G4 D5
200.90   Csus2?       -            D3 D4 C4                     F4 G4
201.00   Dm           F2 D3        D4 A3                        F4 G4
201.10   D            F2 D3        F#4 A3                       F4 G4 F4 G4 D5
201.20   Faug         F2 D3        F#4 C#4 A3                   F4 G4 D5
201.30   Dmaj7        D3 E2        F#4 C#4 A3 E4                F4 G4 D5
201.40   A            E2 A1        D3 C#4 E3 A3 F#4 E4          -
201.50   A            A1 E2        C#4 E3 A3 E4 B3 F#4          -
201.60   Esus2        E2           E3 C#4 A3 E4 B3 F#4          -
201.70   Esus2        E2           E3 A3 C#4 E4 B3 F#4          -
201.80   A            C3           D3 A3 E3 C#4                 E4 F#4 A4
201.90   Dsus2        -            D3 A3 E3                     E4 F#4 A4 E4 A4 B4
202.00   Dsus2        -            D3 E3 A3                     E4 F#4 A4 E4 A4 B4
202.10   Dmaj7        E3           D3 C#4 A3 F#4                E4 A4 B4 B4 D5 B5
202.20   Dmaj7        E3 F#3       D3 C#3 C#4 A3                B4 D5 B5
202.30   Dmaj7        E3 F#3       D3 C#4 C#3 A#3 A3            B4 D5 B5
202.40   F#min7       E3 F#3       C#3 C#4 A3                   B4 D5
202.50   F#min7       E3 F#3       A3 A4 C#3 C#4                B4 D5
202.60   F#min7       E3           A3 F#3 C#4                   B4 D5 A4 B4 D5
202.70   F#min7       E3           A3 F#3 C#4                   A4 B4 D5
202.80   F#min7       E3           A3 C#4 F#3                   A4 B4 D5 A4 B4 D5
202.90   F#min7       E3           A3 C#4 F#3                   A4 B4 D5
203.00   A            E3           C#4 A3                       A4 B4 D5 E4 A4 B4
203.10   F#5          F2 E3        C#4 F#3 F#4                  E4 A4 B4 E4 B4 C#5
203.20   F#5          -            C#4 E3 F#3 F#4               E4 A4 B4 E4 B4 C#5
203.30   A            A1 E2        C#4 F#3 F#4 E3               E4 B4 C#5
203.40   A            A1 E2        C#4 B4 F#4                   -
203.50   F#7          F#2 A#2      E3 C#4 B4                    E4 F#4
203.60   F#7          F#2 A#2      E3 C#4                       E4 F#4
203.70   F#5          F#2          E3 C#4                       E4 F#4
203.80   F#5          F#2          E3 D3 D4 C#4                 E4
203.90   Bdim         F2           E3 D3 D4 B3 C#4              E4
204.00   Bdim         B2 F2        E3 D3 D4 B3                  E4 E4 B4
204.10   Dm           B2 F2        E3 D3 B3 A3                  E4 B4 E4 F#4
204.20   Esus4        B2           E3 B3 A3                     E4 B4 E4 F#4
204.30   Esus4        B1 B2        E3 A3 B3                     E4 F#4
204.40   Bsus4        B2           E3 F#4 E4 A3 B3              -
204.50   C#5          A#2          C#3 G#3 A#4 B3               E4 F4 F#4
204.60   C#5          A#2          C#3 C#4 G#3 A#4              E4 F4 F#4
204.70   C#5          A1 A#2       C#3 C#4 G#3 A#3 A#4          E4 F4 F#4
204.80   A#min7       A#1 A#2      C#3 C#4 F4 G#3 A#4 A#3       -
204.90   A#min7       A#2          C#3 C#4 F4 A#3 G#3           -
205.00   Gsus2        A2           C4 G3 C#4 A3 D3              E4 F4 G#4
205.10   Csus2        A2           C3 C4 G3 A3 D3               E4 F4 G#4
205.20   C5           A2           C3 C4 G3 A3                  E4 F4 G#4
205.30   Am           A2           C3 E4 C4 A3                  -
205.40   Am           A2           E4 C3 C4 A3                  -
205.50   Am           A1 A2        E4 C4 A3                     -
205.60   Am           A1 A2        E4 A3 A4 C4                  -
205.70   F#dim        A1 A2        A3 C4 F#4                    E4 A4 B4
205.80   Amin7        A2           G3 E3 A3 F#4 C4              E4 A4 B4
205.90   Amin7        A1 A2        G3 E3 C3 G4                  E4 A4 B4 B4 D5 B5
206.00   Amin7        A2           G3 C3 G4 A4 E4               B4 D5 B5
206.10   Amin7        A2           G3 C3 E4                     B4 D5 B5 G4 B4 D5
206.20   Gsus2?       A2           G3                           G4 B4 D5
206.30   Gsus2?       A2           A4 G3                        G4 B4 D5
206.40   Gsus2?       A2 G3        -                            A4 B4 D5
206.50   Gsus2?       G3 A2        -                            A4 B4 D5
206.60   A5           A2 G3        E3                           A4 B4 D5 A4 B4 D5
206.70   Asus4        A2 G3        E3 D3                        A4 B4 D5
206.80   Amin7        A2           E3 D3 G3 C4                  A4 B4 D5 E4 A4 B4
206.90   F5           F2 D3        E3 F#4 C3 C4                 E4 A4 B4 E4
207.00   Cadd9?       D3           E3 F#4 C3 C4                 E4 A4 B4 E4
207.10   Am           A2           E3 C4                        E4 E4 F#4 G4
207.20   A5           G2 G3 A2     E3                           E4 F#4 G4
207.30   Em?          G2 G3        E3                           E4 F#4 G4
207.40   G5           G2 G3        D3 E3 D4                     E4
207.50   G5           G3           D3 E3 D4                     E4
207.60   G5           G3           D3 D4 E3                     E4
207.70   Dsus2?       E2           D3 D4 E3                     E4 G4 D5
207.80   Dmadd9?      E2 D#3       D3 D4 E3 F4                  E4 G4 D5 E4 G4 D5 E4 G4 D5
207.90   Dm           F2 D#3       D3 D4 A3 F4                  E4 G4 D5 E4 G4 D5 E4 G4 D5
208.00   Dm           F2 D#3       D3 D4 A3 F4                  E4 G4 D5 E4 G4 D5
208.10   F#5          F#3          D3 D#3 C#3 D4                G4 A4 D5 F#4 G#4 C#5
208.20   Daug         D2 F#3       D#3 C#3 C#4 A#3              G4 A4 D5 F#4 G#4 C#5 D#4 F#4 G4 D#4 F#4 G4
208.30   F#5          D2 F#3       D#3 C#3 C#4                  G4 A4 D5 F#4 G#4 C#5 D#4 F#4 G4 D#4 F#4 G4 G4 G#4 C#5
208.40   C#           F#3          D#3 G#3 C#4 F4               D#4 F#4 G4 D#4 F#4 G4 G4 G#4 C#5 F#4 G4 G#4
208.50   G#7          G#2 F#3      D#3 G#3 C4                   G4 G#4 C#5 F#4 G4 G#4 D#4 F4 F#4 D#4 F4 F#4 D#4 F4 F#4
208.60   G#7          G#2 F#3      G#3 D#3 C4                   F#4 G4 G#4 D#4 F4 F#4 D#4 F4 F#4 D#4 F4 F#4 D#4 F4 F#4
208.70   G#7          G#2 F#3      D#3 C4 G#3                   D#4 F4 F#4 D#4 F4 F#4 D#4 F4 F#4 D#4 F4 F#4
208.80   -            G2           G3 F#3                       D#4 F4 F#4 E4 F#4 C#5
208.90   Gmaj7        G2           G3 F#3 B3 B4 D4              E4 F#4 C#5
209.00   Gmaj7        G2           G3 F#3 D4 B3 B4              E4 F#4 C#5
209.10   Gmaj7        G2           D3 F#3 D4 B3 B4 G4           -
209.20   Gmaj7        G2           D3 D4 F#3 B3 B4 G4           -
209.30   Gmaj7        G2           D3 D4 B3 F#3 B4 G4           -
209.40   Gmaj7        G2           D3 D4 B3 B4 F#3              -
209.50   Gmaj7        G2           D3 D4 B3 B4 F#3              -
209.60   Gmaj7        G2           D3 D4 F#3 B3 B4              -
209.70   Gmaj7        G2 F#3       D3 D4 B3 B4                  -
209.80   G5           G2 F#3       D3                           F#4 A4 D5
209.90   G5           G2 F#3       D3                           F#4 A4 D5 F#4 A4 B4
210.00   G5           G2 F#3       C#3 D4                       F#4 A4 D5 F#4 A4 B4
210.10   G5           G2           E3 C#3 D4 F#3                F#4 A4 B4 B4 D5 B5
210.20   Gsus2        G2           A4 C#3 D4 F#3                B4 D5 B5 B4 D5 E5
210.30   Gsus2        G2           E3 D3 A4                     B4 D5 B5 B4 D5 E5
210.40   Gsus2        G2           E3 D3 A3 A4                  B4 D5 E5 B4 D5 E5
210.50   Dsus2        -            D3 E3 A4                     B4 D5 E5 B4 D5 E5
210.60   D            F#2 F#3      D3 D4 E3 A3                  B4 D5 E5 B4 D5 E5 D5 E5 F#5 F#4 B4 F#5
210.70   D            F#2 F#3      D3 D4 B3 A3                  B4 D5 E5 D5 E5 F#5 F#4 B4 F#5
210.80   D            F#2 F#3      D3 D4 A3 B3                  D5 E5 F#5 F#4 B4 F#5 D5 E5 F#5
210.90   D            F#2 F#3      D3 D4 A3 B3 B4               D5 E5 F#5 D5 E5
211.00   Bm           F#2 F#3      D3 D4 B3                     D5 E5 F#5 D5 E5 D5
211.10   D            F#3          D3 A4 B3                     D5 E5 D5 B4 D5 B5
211.20   D            F#3          D3 A3 A4                     D5 B4 D5 B5
211.30   D            F#3          D3 A3                        B4 D5 B5 A4 B4 D5
211.40   D            F#3          D3 A3                        A4 B4 D5
211.50   D            F#3          D3 A3 B3                     A4 B4 D5
211.60   D            F#3          D3 A3 A4 B3 B4               -
211.70   D            F#3          D3 A3 A4 B3 B4               -
211.80   D            F#3          D3 A3 A4 B3 B4               -
211.90   Esus4        E2           D3 A3 B3 C4                  -
212.00   Esus4        E2           C3 C4 D3 B3 A3               E4 A4 B4
212.10   Am           E2 F#2       C3 C4 A3                     E4 A4 B4 F4 G4 C5
212.20   F#dim        F#2          C3 C4 A3                     E4 A4 B4 F4 G4 C5 F4 C5
212.30   D5           -            D3 C4 A3                     F4 G4 C5 F4 C5 F4 A4 A#4
212.40   D5           -            D3 A#3 A3                    F4 C5 F4 A4 A#4
212.50   D5           -            D3 A#3 D4 A3                 F4 A4 A#4
212.60   D5           -            A#3 D3 D4 A3                 F4 A#4 D5
212.70   D5           C#2          A#3 D3 D4 A3                 F4 A#4 D5
212.80   A#?          C#2          A#3 D3 D4                    F4 A#4 D5 A#4 D#5 F5
212.90   D5           -            D3 A#3 D4 A3                 A#4 D#5 F5 A#4 A#5 C6
213.00   A#?          E2           D3 A#3 D4                    A#4 D#5 F5 A#4 A#5 C6 F4 C6
213.10   A#           A#2          D3 D4 A#3 F3                 A#4 A#5 C6 F4 C6 A#4 F6 A6
213.20   A#           -            D3 D4 A#3 F3                 F4 C6 A#4 F6 A6 A#4 A6 A#6
213.30   -            C#2          D3 D4                        A#4 F6 A6 A#4 A6 A#6
213.40   Bmadd9?      B2 C#2       D3 D4                        A#4 A6 A#6
213.50   C#?          C#2 F2       D4                           A#4 A6 A#6
213.60   F5           C2 F2        D4                           A#4 A6 A#6 A#4 A6 A#6
213.70   F5           C2 F2        D4 D3                        A#4 A6 A#6 A#4 A6 A#6 A#4 F6 A6
213.80   Csus2?       C2           D3 D4 A#3                    A#4 A6 A#6 A#4 F6 A6 A#4 C5 C6
213.90   Am           C2 E2        D3 D4 A#3 A3                 A#4 F6 A6 A#4 C5 C6 A#4 A#5 C6
214.00   D5           A#2 C2       D3 D4 A#3 A3                 A#4 C5 C6 A#4 A#5 C6
214.10   Dm           -            D3 D4 F3 A#3 A3              A#4 A#5 C6
214.20   A#maj7       F2 F3        D3 D4 A#3 A3                 A4 A#4 A5
214.30   A#maj7       F2 F3        D3 D4 A#3 A3                 A4 A#4 A5
214.40   Dm           F3           D3 A#3 D4 A3                 A4 A#4 A5 F4 A#4 A#5
214.50   Dm           F3           D3 D4 A#3 A3                 F4 A#4 A#5 A#4 A5 A#5
214.60   Dm           F3           D3 D4 A#3 A3                 F4 A#4 A#5 A#4 A5 A#5 F4 A5 A#5
214.70   Dm           F3           D3 D4 A#3 A3                 A#4 A5 A#5 F4 A5 A#5 F4 C5 A5
214.80   Dm           F3           D3 D4 A#3 A3                 F4 A5 A#5 F4 C5 A5 F4 A#4 C5
214.90   D            -            A3 A#3 D3 F#3 F3             F4 C5 A5 F4 A#4 C5
215.00   F?           -            F3 A3 F#3                    F4 A#4 C5 F4 A#4 C5 F4 A4 A#4
215.10   A#5          A#2 F3       -                            F4 A#4 C5 F4 A4 A#4 F4 A4 A#4
215.20   A#5          A#2 F3       -                            F4 A#4 C5 F4 A4 A#4 F4 A4 A#4
215.30   A#sus2       F3 A#2       C4 A3                        F4 A4 A#4 F4 A#4 C5
215.40   A#sus2       A#2 F3       C4 A3                        F4 A#4 C5
215.50   F            F2 F3        C4 A3                        F4 A#4 C5
215.60   F            F2 F3 A#2    C4 A#3 C3 A3                 F4 A#4 C5
215.70   F            F2 F3        A#3 C3 C4 A3                 F4 A#4 C5 F4 A4 A#4
215.80   F            F2           A#3 G3 C4 A3 F3              F4 A#4 C5 F4 A4 A#4 G4 A4 C5
215.90   F            F2           G3 A#3 A3 C4 F3              F4 A4 A#4 G4 A4 C5
216.00   Dsus4        -            A3 G3 D3 A#3                 G4 A4 C5 F4 G4 A4 G4 A4 E5
216.10   Dsus4        G3           A3 D3                        F4 G4 A4 G4 A4 E5
216.20   Gsus2?       G3           A3                           F4 G4 A4 G4 A4 E5
216.30   Gsus2?       G3           A3                           -
216.40   F#m          F#2          A3                           -
216.50   D            A2 F#2       D3 F#3 A3                    E4 F#4 A4
216.60   Asus4        A2           D3 F#3 E3 A3                 E4 F#4 A4
216.70   D            A2 D2        D3 F#3 E3 A3                 E4 F#4 A4
216.80   D            A2 D2        E3 F#3 E4 D3 A3              -
216.90   D            A2 D2        E4 E3 A3 D3 F#3              -
217.00   D            A2 F#3       A3 D3                        E4 A4 C#5
217.10   D            A2 F#3       A3 D3                        E4 A4 C#5
217.20   D            A2 F#3       A3 D3                        E4 A4 C#5
217.30   D            A2 F#3       D3 A3                        E4 G#4 B4
217.40   D            F#3          D3 A3                        E4 G#4 B4
217.50   Dmaj7        F#3          D3 C#3 E3 C#4 A3             E4 G#4 B4 E4 B4 D5
217.60   F#min7       E2 E3 F#3    C#3 A3 C#4                   E4 B4 D5 D5
217.70   F#min7       E3 F#3       C#3 A3 A4 C#4                E4 B4 D5 D5 F#4 D5 B5
217.80   F#min7       E2 E3        F#3 A3 C#4                   D5 F#4 D5 B5 F#4 A4 D5
217.90   F#5          E2 E3        F#3 D3 C#4                   F#4 D5 B5 F#4 A4 D5 E4 F#4 D5
218.00   F#5          E2 E3        F#3 D3 C#4                   F#4 A4 D5 E4 F#4 D5
218.10   F#5          E2 E3        F#3 C#4                      E4 F#4 D5
218.20   Esus2?       E3           F#3                          E4 F#4 D5
218.30   Esus2?       E3           F#3                          E4 F#4 D5
218.40   Dadd9        E3           D3 D4 F#3                    E4 F#4 D5 F#4 D5
218.50   Dadd9?       E3 F2        D3 D4 F#3                    F#4 D5
218.60   Esus2?       E2 E3        D3 D4 F#3                    F#4 D5
218.70   Dadd9?       F2 E3        D3 D4 F#3 F#4                -
218.80   D            E2 F#3       D3 D4 A3                     F#4 A4 D5
218.90   D            F#3          D3 A3                        F#4 A4 D5
219.00   Bm           B1 F#3       D3                           F#4 A4 D5 F#4 A4 C#5
219.10   Bm           B1 B2        F#3 D3 D4 B3                 F#4 A4 C#5 F#4
219.20   Bm           B1 B2        F#3 D3 D4 B3                 F#4 A4 C#5 F#4
219.30   Bm           F2 B2        D3 F#3 D4 B3                 F#4 F#4 G#4 C#5
219.40   Fdim         F2 B2        G#3 F4 F#3                   F#4 G#4 C#5
219.50   A#min7       A#2 F2       C#3 G#3 A#4                  F#4 G#4 C#5 F4 G#4 C5 F4 F#4 G#4
219.60   C#5          A#2          C#3 C#4 G#3 A#4              F4 G#4 C5 F4 F#4 G#4
219.70   C#5          A#2          C#3 C#4 G#3                  F4 G#4 C5 F4 F#4 G#4
219.80   Fmaj7        A#2 F2       D3 C4 A3 G3 E4               F4 G#4 C#5
219.90   F            A2 F2        D3 C4 A3 G3                  F4 G#4 C#5 E4 G4 G#4
220.00   Csus2        A2 A1        C3 D3 C4 A3 G3               F4 G#4 C#5 E4 G4 G#4
220.10   Csus2        A1 A2        C3 C4 A3 D3 G3               E4 G4 G#4
220.20   Amin7        A1 A2        C3 E4 C4 A3 G3               -
220.30   Amin7        A2           E4 C3 A3 C4 G3               -
220.40   Amin7        A2           E4 C4 A3 G3                  -
220.50   Amin7        A2           E4 C4 A3 G3                  -
220.60   Amin7        A2           A3 G3 E4 C4                  -
220.70   Dsus4        A1 A2        A3 D3 G3                     E4 G4 A4
220.80   Gm           A1 A2        A3 D3 G3 A#4                 E4 G4 A4 G4 A4 B4
220.90   Gmadd9?      A1 A2        G3 A#4                       E4 G4 A4 G4 A4 B4
221.00   Gmadd9?      A2           A#4 G3                       G4 A4 B4 B4 D5
221.10   A7           A2           G3 E3 G4 C#3                 B4 D5
221.20   Gsus2?       A2           G3 G4                        B4 D5 B4 D5
221.30   Gsus2?       A2           G3 G4                        B4 D5 B4 D5 B5
221.40   Gsus2?       A2           G3 G4                        B4 D5 B4 D5 B5
221.50   Csus2        A2           C3 G3 G4 D3                  B4 D5 B5 D5 E5
221.60   Csus2        C2 A2        G3 G4 D3                     D5 E5 D5 E5
221.70   Gsus4        D3           G3 G4 C4                     D5 E5 D5 E5
221.80   Gsus4        D3           G3 C4                        D5 E5 G4 C5 E5
221.90   F            D3 F2        C4 G3 A3                     G4 C5 E5
222.00   F            D3 F2        C4 G3 A3                     G4 C5 E5 G4 D5 F#5
222.10   Dsus4        D3           C4 G3 A3                     G4 D5 F#5 E4 D5 E5
222.20   Gsus2        A2           D3 G3 C4 A3                  G4 D5 F#5 E4 D5 E5
222.30   Amin7        A2           E3 C#3 C4 G4 A4              E4 D5 E5 B4 D5 E5
222.40   A5           A2           E3 G4 A4                     B4 D5 E5 B4 D5 B5
222.50   A5           F#3 A2       E3 G4 A4                     B4 D5 E5 B4 D5 B5
222.60   B5           B1 F#3       G4 A4                        B4 D5 B5
222.70   B5           B1 F#3       G4                           F#4 D5 B5
222.80   B5           B1 F#3       A4                           F#4 D5 B5
222.90   D#m          F#3          D#3                          F#4 D5 B5 A#4 C5 D5
223.00   G#5          G#2 F#3      D#3 D#4 G#3                  A#4 C5 D5 A#4 C5 D5
223.10   G#5          G#2 F#3      D#3 D#4 G#3                  A#4 C5 D5 A#4 C5 D5
223.20   G#5          G#2 F#3      D#3 G#3                      A#4 C5 D5 D#4 F#4 C5
223.30   G#5          G#2 F#3      D#3 G#3                      D#4 F#4 C5 D#4 F#4 C5
223.40   G#5          G#2 F#3      D#3 G3                       D#4 F#4 C5 D#4 F#4 C5 F#4 A#4 C5
223.50   Gmaj7        G2 F#3       D3 D#3 G3 B3                 D#4 F#4 C5 F#4 A#4 C5 D#4 A#4 C5
223.60   Gmaj7        G2 F#3       D3 G3 B3                     F#4 A#4 C5 D#4 A#4 C5 F#4 G4 A#4 F#4 A#4 B4
223.70   Gmaj7        G2 F#3       E3 D3 G3 B3                  D#4 A#4 C5 F#4 G4 A#4 F#4 A#4 B4 E4 F#4 B4 E4 F#4
223.80   Gmaj7        G2 F#3       E3 D3 B3                     F#4 G4 A#4 F#4 A#4 B4 E4 F#4 B4 E4 F#4 E4 F#4 A4
223.90   Gmaj7        G2 F#3       E3 D3 B3                     E4 F#4 B4 E4 F#4 E4 F#4 A4 E4 F#4 A4
224.00   Gmaj7        G2 F#3       E3 D3 B3                     E4 F#4 A4 E4 F#4 A4 E4 A4 D5
224.10   Gmaj7        G2 F#3       E3 D3 B3                     E4 F#4 A4 E4 A4 D5 E4 D5
224.20   G5           G2           D3 E3 G4 F#3                 E4 A4 D5 E4 D5
224.30   Gmaj7        B2 G2        D3 G3 D4 G4 F#3 F#4          E4 D5 A4 B4 D5
224.40   Gmaj7        B2 G2        D3 G3 D4 B3 F#4              A4 B4 D5
224.50   Gmaj7        B2 G2        D3 D4 G3 B3 E3 F#4           A4 B4 D5
224.60   G            G2 B2        D3 D4 B3 E3 G3               G4 B4 F#5
224.70   G            G2 B2        D3 D4 B3 E3 G3               G4 B4 F#5
224.80   G            B2 G2        D3 D4 B3 E3 G3               G4 B4 F#5
224.90   G            B2 G2        E3 D3 B4 D4 G3               -
225.00   G            B2 G2        E3 D3 D4 G3                  B4 F#5 A5
225.10   Emin7        B2           D3 D4 E3 G3                  B4 F#5 A5
225.20   D            F#2 F#3      D3 D4 B3 A3                  B4 F#5 A5 F#5 A5 F#4 A4 A5
225.30   D            F#2 F#3      D3 D4 B3 A3                  F#5 A5 F#4 A4 A5
225.40   D            F#2 F#3      D3 D4 B3 A3                  F#5 A5 F#4 A4 A5
225.50   D            F#2 F#3      D3 D4 B3 A3                  -
225.60   D            F#3          D3 D4 B3 A3                  F#4 D5 E5
225.70   Bm           F#3          D3 D4 B3                     F#4 D5 E5 D#5 E5 F#5
225.80   Bm           F#3          D3 D4 B3                     F#4 D5 E5 D#5 E5 F#5
225.90   Bm           B1 F#3       D3 D4 B3                     D#5 E5 F#5 E5 F#5 B5
226.00   Bm           F#3          D3 D4 B3                     E5 F#5 B5 E5 F#5 B5
226.10   Bm           B1 F#3       D3 D4 C#3 B3                 E5 F#5 B5 E5 F#5 B5
226.20   Bm           F#3          D3 D4 B3 C#3                 E5 F#5 B5 F#5 A5 B5
226.30   Gmaj7        F2 F#3       G3 D3 B3                     F#5 A5 B5
226.40   Gmaj7        G2 F2        G3 D3 B3 B4 F#4              F#5 A5 B5 A4 F#5 A5
226.50   G            G2           G3 D3 B3                     A4 F#5 A5 F#4 G4 B4
226.60   Gmaj7        G2 F#3       D3 B3 D4                     A4 F#5 A5 F#4 G4 B4
226.70   Gmaj7        G2 F#3       D3 B3 D4                     F#4 G4 B4 F#4 D5 F#5
226.80   Gmaj7        G2 F#3       D3 B3 D4 G4                  F#4 D5 F#5 B4 D5 F#5
226.90   Gmaj7        G2 F#3       D3 B3 D4 G4                  F#4 D5 F#5 B4 D5 F#5
227.00   Gmaj7        G2 F#3       D3 B3 D4 G4                  B4 D5 F#5
227.10   Gmaj7        G2 F#3       B3 B4 D3 D4                  -
227.20   Gmaj7        G2 F#3       B3 B4 D3 D4                  -
227.30   Gmaj7        G2 A#2       F3 A#3 B3 A#4 F#3 D4         B4 D5 F5
227.40   A#5          A#2          F3 A#3 A#4 A3 F#3            B4 D5 F5 B4 F5
227.50   A#5          A#1 A#2      F3 A#3 A3 F#3                B4 D5 F5 B4 F5 F4 A#4 E5
227.60   A#5          A#1 A#2      F3 A#3 A3                    B4 F5 F4 A#4 E5
227.70   A#5          A#1 A#2      F3 A3                        F4 A#4 E5 F4 C5 E5
227.80   A#5          A#1 A#2      F3 A#4 A3                    F4 C5 E5
227.90   A#5          A#1 A#2      F3 A#4                       F4 C5 E5
228.00   A#sus2       A#1 A#2      F3 C3 A3                     F4 G4 C5
228.10   A#maj7       A#1 A#2      D3 F3 C3 A3 F#4              F4 G4 C5
228.20   Dm           A2           D3 D4 F3 A3                  F4 G4 C5 F4 G4 D5
228.30   D5           A2           D3 D4 A3 A#3                 F4 G4 D5 G4 D5
228.40   D5           A2           D3 A#3 D4                    F4 G4 D5 G4 D5
228.50   D5           A1           D3 A#3 A3 D4                 G4 D5 G4 A4 A#4
228.60   F#aug        F#2          D3 A#3 D4                    G4 A4 A#4
228.70   A#           F2           D3 D4 A#3                    G4 A4 A#4 F4 G4 A4
228.80   BminMaj7     B2           D3 D4 A#3                    F4 G4 A4
228.90   Bm           B2           D3 D4                        F4 G4 A4 E4 F4 G4
229.00   Bm           B2           D3 D4                        E4 F4 G4
229.10   Dm?          F2           D3 D4                        E4 F4 G4
229.20   A#           F2           D3 D4 A#3                    E4 G4
229.30   A#?          E2           D3 D4 A#3                    E4 G4
229.40   A#?          E2           D3 D4 A#3                    E4 G4
229.50   C9?          E2           D4 D3 A#3 C4                 E4 A#4 D5
229.60   Daug7        F#2 E2       D3 D4 C3 C4 A#3              E4 A#4 D5
229.70   C9?          E2           D3 C3 C4 A#3 D4              E4 A#4 D5
229.80   A#           E2           F4 D3 D4 C4 A#3              E4 D5
229.90   Dmadd9       -            F4 E3 D3 D4                  E4 D5
230.00   Dm           -            F4 F3 D3 D4                  E4 D5
230.10   F5           F2           C4 F3 D3 E3 D4               E4 F4 D5
230.20   F5           F2           C4 F3 D4                     E4 F4 D5 E4 F4 C5
230.30   -            -            C4                           E4 F4 D5 E4 F4 C5
230.40   Am           E2 A1        C4                           E4 F4 C5
230.50   Am           E2 A1        A#3 C4 C3 E4                 -
230.60   C9?          E2           A#3 D4 C3 C4                 E4 A#4 C5
230.70   C9?          E2           A#3 D4 D3 C3 C4              E4 A#4 C5
230.80   Daug7        F#2 E2       A#3 D4 D3 C3 C4              E4 A#4 C5
230.90   C9?          -            A#3 D3 D4 E4 E3 C4           -
231.00   C9?          -            D3 A#3 D4 E3 E4 C4           -
231.10   D5           -            D3 A3 A#3                    E4 F4 A#4 E4 F#4 A#4
231.20   A            E2 D3        A3 C#4                       E4 F4 A#4 E4 F#4 A#4
231.30   Dmaj7        D2           D3 A3 C#3 C#4 F#3            E4 F4 A#4 E4 F#4 A#4
231.40   Dmaj7        D2           D3 C#3 A3 C#4 F#3 F#4        -
231.50   Dmaj7        D2 F2        D3 A3 C#3 F#4 C#4            -
231.60   Dmaj7        D2 F2        D3 A3 A4 F#4 C#3 C#4         -
231.70   Dmaj7        D2 F2        A3 D3 A4 C#3 F#4             -
231.80   Dm           A2 F2 D2     A3 D3 C#3                    E4 A4 B4
231.90   Asus4        A2           E3 A3 D3                     E4 A4 B4
232.00   A5           A2           E3 A3                        E4 A4 B4 E4 B4 D5
232.10   A5           A1 E3        -                            E4 B4 D5
232.20   A5           A1 E3        -                            E4 B4 D5
232.30   A5           A1 E3        -                            -
232.40   A5           A1 E3        -                            -
232.50   A5           A1 E3        G3                           E4 G4 D5
232.60   Dsus2        E3           G3 D3 A3 A4                  E4 G4 D5
232.70   Dsus2        G3 E3        D3 A3                        E4 G4 D5 E4 G4 A4
232.80   Dsus2        G3 E3        D3 A3                        E4 G4 A4
