# Transcription: best_part.mp3
# Duration: 271.44s
# BPM: 67
# Time Signature: 4/4
# Total Bars: 76
# First Downbeat: 0.000s
# BPM Confidence: 1.00

Bar.Beat   Time     Chord      Bass         Chords                   Melody
57.4.46    203.70   F#5        F#2          E3 C#4                   F#4
57.4.57    203.80   F#5        F#2          E3 D3 D4 C#4             E4
57.4.68    203.90   E5         F2           E3 D3 D4 B3 C#4          E4
57.4.79    204.00   E5         B2 F2        E3 D3 D4 B3              E4
57.4.91    204.10   Dm         B2 F2        E3 D3 B3 A3              E4 F#4
58.1.02    204.20   E5         B2           E3 B3 A3                 E4 F#4
58.1.13    204.30   E5         B1 B2        E3 A3 B3                 E4 F#4
58.1.24    204.40   B5         B2           E3 F#4 E4 A3 B3          -
58.1.35    204.50   C#5        A#2          C#3 G#3 A#4 B3           F#4 F4
58.1.47    204.60   C#5        A#2          C#3 C#4 G#3 A#4          F#4 F4
58.1.58    204.70   C#5        A1 A#2       C#3 C#4 G#3 A#3 A#4      F#4 F4
58.1.69    204.80   A#m        A#1 A#2      C#3 C#4 F4 G#3 A#4 A#3   -
58.1.80    204.90   A#m        A#2          C#3 C#4 F4 A#3 G#3       -
58.1.91    205.00   D5         A2           C4 G3 C#4 A3 D3          G#4 F4
58.2.02    205.10   C5         A2           C3 C4 G3 A3 D3           G#4 F4
58.2.14    205.20   C5         A2           C3 C4 G3 A3              G#4 F4
58.2.25    205.30   Am         A2           C3 E4 C4 A3              -
58.2.36    205.40   Am         A2           E4 C3 C4 A3              -
58.2.47    205.50   Am         A1 A2        E4 C4 A3                 -
58.2.58    205.60   Am         A1 A2        E4 A3 A4 C4              -
58.2.69    205.70   F#dim      A1 A2        A3 C4 F#4                B4 A4
58.2.81    205.80   Am         A2           G3 E3 A3 F#4 C4          B4 A4
58.2.92    205.90   Am         A1 A2        G3 E3 C3 G4              B5 D5
58.3.03    206.00   Am         A2           G3 C3 G4 A4 E4           B5 D5
58.3.14    206.10   Am         A2           G3 C3 E4                 B5 D5
58.3.25    206.20   Amin7      A2           G3                       D5 B4
58.3.36    206.30   Amin7      A2           A4 G3                    D5 B4
58.3.47    206.40   Amin7      A2 G3        -                        D5 B4
58.3.59    206.50   Amin7      G3 A2        -                        D5 B4
58.3.70    206.60   A5         A2 G3        E3                       D5 B4
58.3.81    206.70   A5         A2 G3        E3 D3                    A4 B4
58.3.92    206.80   Am         A2           E3 D3 G3 C4              B4 B4
58.4.03    206.90   F5         F2 D3        E3 F#4 C3 C4             B4 A4
58.4.15    207.00   C          D3           E3 F#4 C3 C4             B4 A4
58.4.26    207.10   Am         A2           E3 C4                    G4 F#4
58.4.37    207.20   A5         G2 G3 A2     E3                       F#4 G4
58.4.48    207.30   Em         G2 G3        E3                       F#4 G4
58.4.59    207.40   G5         G2 G3        D3 E3 D4                 E4
58.4.70    207.50   G5         G3           D3 E3 D4                 E4
58.4.82    207.60   G5         G3           D3 D4 E3                 E4
58.4.93    207.70   Emin7      E2           D3 D4 E3                 D5
59.1.04    207.80   Dm         E2 D#3       D3 D4 E3 F4              D5 D5
59.1.15    207.90   Dm         F2 D#3       D3 D4 A3 F4              D5 D5
59.1.26    208.00   Dm         F2 D#3       D3 D4 A3 F4              D5 D5
59.1.37    208.10   F#5        F#3          D3 D#3 C#3 D4            D5 C#5
59.1.49    208.20   Daug       D2 F#3       D#3 C#3 C#4 A#3          D5 C#5
59.1.60    208.30   F#5        D2 F#3       D#3 C#3 C#4              D5 C#5
59.1.71    208.40   C#         F#3          D#3 G#3 C#4 F4           C#5 G#4
59.1.82    208.50   G#         G#2 F#3      D#3 G#3 C4               C#5 G#4
59.1.93    208.60   G#         G#2 F#3      G#3 D#3 C4               G#4
59.2.04    208.70   G#         G#2 F#3      D#3 C4 G#3               F#4
59.2.15    208.80   Gmaj7      G2           G3 F#3                   C#5 F#4
59.2.27    208.90   G          G2           G3 F#3 B3 B4 D4          C#5 F#4
59.2.38    209.00   G          G2           G3 F#3 D4 B3 B4          C#5 F#4
59.2.49    209.10   G          G2           D3 F#3 D4 B3 B4 G4       -
59.2.60    209.20   G          G2           D3 D4 F#3 B3 B4 G4       -
59.2.71    209.30   G          G2           D3 D4 B3 F#3 B4 G4       -
59.2.82    209.40   G          G2           D3 D4 B3 B4 F#3          -
59.2.94    209.50   G          G2           D3 D4 B3 B4 F#3          -
59.3.05    209.60   G          G2           D3 D4 F#3 B3 B4          -
59.3.16    209.70   G          G2 F#3       D3 D4 B3 B4              -
59.3.27    209.80   G5         G2 F#3       D3                       D5
59.3.38    209.90   G5         G2 F#3       D3                       D5 B4
59.3.50    210.00   G5         G2 F#3       C#3 D4                   D5 B4
59.3.61    210.10   G5         G2           E3 C#3 D4 F#3            B5 D5
59.3.72    210.20   G5         G2           A4 C#3 D4 F#3            B5 E5
59.3.83    210.30   G5         G2           E3 D3 A4                 B5 E5
59.3.94    210.40   G5         G2           E3 D3 A3 A4              E5 E5
59.4.05    210.50   D5         -            D3 E3 A4                 E5
59.4.17    210.60   D          F#2 F#3      D3 D4 E3 A3              F#5 E5
59.4.28    210.70   D          F#2 F#3      D3 D4 B3 A3              F#5 E5
59.4.39    210.80   D          F#2 F#3      D3 D4 A3 B3              F#5 E5
59.4.50    210.90   D          F#2 F#3      D3 D4 A3 B3 B4           F#5 E5
59.4.61    211.00   Bm         F#2 F#3      D3 D4 B3                 F#5 E5
59.4.72    211.10   D          F#3          D3 A4 B3                 B5 E5
59.4.84    211.20   D          F#3          D3 A3 A4                 B5 D5
59.4.95    211.30   D          F#3          D3 A3                    B5 D5
60.1.06    211.40   D          F#3          D3 A3                    D5 B4
60.1.17    211.50   D          F#3          D3 A3 B3                 D5 B4
60.1.28    211.60   D          F#3          D3 A3 A4 B3 B4           -
60.1.39    211.70   D          F#3          D3 A3 A4 B3 B4           -
60.1.50    211.80   D          F#3          D3 A3 A4 B3 B4           -
60.1.62    211.90   E5         E2           D3 A3 B3 C4              -
60.1.73    212.00   E5         E2           C3 C4 D3 B3 A3           B4
60.1.84    212.10   Am         E2 F#2       C3 C4 A3                 C5 B4
60.1.95    212.20   F#dim      F#2          C3 C4 A3                 C5 B4
60.2.06    212.30   D5         -            D3 C4 A3                 C5 A4
60.2.18    212.40   D5         -            D3 A#3 A3                A4 F4
60.2.29    212.50   D5         -            D3 A#3 D4 A3             F4 A4
60.2.40    212.60   D5         -            A#3 D3 D4 A3             F4 A#4
60.2.51    212.70   D5         C#2          A#3 D3 D4 A3             F4 A#4
60.2.62    212.80   A#         C#2          A#3 D3 D4                -
60.2.73    212.90   D5         -            D3 A#3 D4 A3             C6
60.2.84    213.00   Emin7b5    E2           D3 A#3 D4                C6 C6
60.2.96    213.10   A#         A#2          D3 D4 A#3 F3             A6
60.3.07    213.20   A#         -            D3 D4 A#3 F3             A#6 A6
60.3.18    213.30   Dmaj7?     C#2          D3 D4                    A#6 A6
60.3.29    213.40   Bm         B2 C#2       D3 D4                    A#6 A6
60.3.40    213.50   C#         C#2 F2       D4                       A6 A#6
60.3.52    213.60   F5         C2 F2        D4                       A#6 A6
60.3.63    213.70   F5         C2 F2        D4 D3                    A#6 A6
60.3.74    213.80   Csus2      C2           D3 D4 A#3                A#6 A6
60.3.85    213.90   Am         C2 E2        D3 D4 A#3 A3             A6
60.3.96    214.00   D5         A#2 C2       D3 D4 A#3 A3             C6 A#5
60.4.07    214.10   Dm         -            D3 D4 F3 A#3 A3          A#5 C6
60.4.18    214.20   Dm         F2 F3        D3 D4 A#3 A3             A5
60.4.30    214.30   Dm         F2 F3        D3 D4 A#3 A3             A5
60.4.41    214.40   Dm         F3           D3 A#3 D4 A3             A#5 A5
60.4.52    214.50   Dm         F3           D3 D4 A#3 A3             A#5 A5
60.4.63    214.60   Dm         F3           D3 D4 A#3 A3             A#5 A5
60.4.74    214.70   Dm         F3           D3 D4 A#3 A3             A#5 A5
60.4.86    214.80   Dm         F3           D3 D4 A#3 A3             A#5 A5
60.4.97    214.90   D          -            A3 A#3 D3 F#3 F3         A5 C5
61.1.08    215.00   F          -            F3 A3 F#3                C5 C5
61.1.19    215.10   A#5        A#2 F3       -                        C5 A#4
61.1.30    215.20   A#5        A#2 F3       -                        C5 A#4
61.1.41    215.30   A#5        F3 A#2       C4 A3                    A#4
61.1.53    215.40   A#5        A#2 F3       C4 A3                    F4
61.1.64    215.50   F          F2 F3        C4 A3                    F4
61.1.75    215.60   F          F2 F3 A#2    C4 A#3 C3 A3             C5 A#4
61.1.86    215.70   F          F2 F3        A#3 C3 C4 A3             C5 A#4
61.1.97    215.80   F          F2           A#3 G3 C4 A3 F3          C5 A#4
61.2.08    215.90   F          F2           G3 A#3 A3 C4 F3          C5 A#4
61.2.19    216.00   D5         -            A3 G3 D3 A#3             E5 C5
61.2.31    216.10   D5         G3           A3 D3                    E5 A4
61.2.42    216.20   Gsus2      G3           A3                       E5 A4
61.2.53    216.30   Gsus2      G3           A3                       -
61.2.64    216.40   F#m        F#2          A3                       -
61.2.75    216.50   D          A2 F#2       D3 F#3 A3                E4 A4
61.2.87    216.60   A5         A2           D3 F#3 E3 A3             E4 A4
61.2.98    216.70   D          A2 D2        D3 F#3 E3 A3             E4 A4
61.3.09    216.80   D          A2 D2        E3 F#3 E4 D3 A3          -
61.3.20    216.90   D          A2 D2        E4 E3 A3 D3 F#3          -
61.3.31    217.00   D          A2 F#3       A3 D3                    C#5 A4
61.3.42    217.10   D          A2 F#3       A3 D3                    C#5 A4
61.3.54    217.20   D          A2 F#3       A3 D3                    C#5 A4
61.3.65    217.30   D          A2 F#3       D3 A3                    E4 B4
61.3.76    217.40   D          F#3          D3 A3                    E4 B4
61.3.87    217.50   D          F#3          D3 C#3 E3 C#4 A3         D5 B4
61.3.98    217.60   F#m        E2 E3 F#3    C#3 A3 C#4               D5 B4
61.4.09    217.70   F#m        E3 F#3       C#3 A3 A4 C#4            B5 D5
61.4.21    217.80   F#m        E2 E3        F#3 A3 C#4               B5 D5
61.4.32    217.90   F#5        E2 E3        F#3 D3 C#4               B5 D5
61.4.43    218.00   F#5        E2 E3        F#3 D3 C#4               D5
61.4.54    218.10   F#5        E2 E3        F#3 C#4                  D5
61.4.65    218.20   Esus2      E3           F#3                      E4 D5
61.4.76    218.30   Esus2      E3           F#3                      E4 D5
61.4.87    218.40   D          E3           D3 D4 F#3                D5 F#4
61.4.99    218.50   D          E3 F2        D3 D4 F#3                F#4 D5
62.1.10    218.60   Esus2      E2 E3        D3 D4 F#3                F#4 D5
62.1.21    218.70   D          F2 E3        D3 D4 F#3 F#4            -
62.1.32    218.80   D          E2 F#3       D3 D4 A3                 D5 A4
62.1.43    218.90   D          F#3          D3 A3                    D5 A4
62.1.54    219.00   Bm         B1 F#3       D3                       D5 C#5
62.1.66    219.10   Bm         B1 B2        F#3 D3 D4 B3             C#5 A4
62.1.77    219.20   Bm         B1 B2        F#3 D3 D4 B3             C#5 A4
62.1.88    219.30   Bm         F2 B2        D3 F#3 D4 B3             C#5
62.1.99    219.40   Fdim       F2 B2        G#3 F4 F#3               C#5
62.2.10    219.50   A#m        A#2 F2       C#3 G#3 A#4              C#5 C5
62.2.22    219.60   C#5        A#2          C#3 C#4 G#3 A#4          C5 G#4
62.2.33    219.70   C#5        A#2          C#3 C#4 G#3              C5 G#4
62.2.44    219.80   F          A#2 F2       D3 C4 A3 G3 E4           C#5 G#4
62.2.55    219.90   F          A2 F2        D3 C4 A3 G3              C#5 G#4
62.2.66    220.00   C5         A2 A1        C3 D3 C4 A3 G3           C#5 G#4
62.2.77    220.10   C5         A1 A2        C3 C4 A3 D3 G3           G#4
62.2.89    220.20   Am         A1 A2        C3 E4 C4 A3 G3           -
62.3       220.30   Am         A2           E4 C3 A3 C4 G3           -
62.3.11    220.40   Am         A2           E4 C4 A3 G3              -
62.3.22    220.50   Am         A2           E4 C4 A3 G3              -
62.3.33    220.60   Am         A2           A3 G3 E4 C4              -
62.3.44    220.70   D5         A1 A2        A3 D3 G3                 -
62.3.56    220.80   Gm         A1 A2        A3 D3 G3 A#4             B4 A4
62.3.67    220.90   Gm         A1 A2        G3 A#4                   B4 A4
62.3.78    221.00   Gm         A2           A#4 G3                   D5 B4
62.3.89    221.10   A          A2           G3 E3 G4 C#3             B4 D5
62.4       221.20   Amin7      A2           G3 G4                    D5 D5
62.4.11    221.30   Amin7      A2           G3 G4                    B5 D5
62.4.22    221.40   Amin7      A2           G3 G4                    B5 D5
62.4.34    221.50   C5         A2           C3 G3 G4 D3              B5 E5
62.4.45    221.60   C5         C2 A2        G3 G4 D3                 E5 E5
62.4.56    221.70   G5         D3           G3 G4 C4                 E5 E5
62.4.67    221.80   G5         D3           G3 C4                    E5 E5
62.4.78    221.90   F          D3 F2        C4 G3 A3                 E5
62.4.89    222.00   F          D3 F2        C4 G3 A3                 F#5 E5
63.1.01    222.10   D5         D3           C4 G3 A3                 F#5 E5
63.1.12    222.20   D5         A2           D3 G3 C4 A3              F#5 E5
63.1.23    222.30   A          A2           E3 C#3 C4 G4 A4          E5 E5
63.1.34    222.40   A5         A2           E3 G4 A4                 B5 E5
63.1.45    222.50   A5         F#3 A2       E3 G4 A4                 B5 E5
63.1.57    222.60   B5         B1 F#3       G4 A4                    B5 D5
63.1.68    222.70   B5         B1 F#3       G4                       B5 D5
63.1.79    222.80   B5         B1 F#3       A4                       B5 D5
63.1.90    222.90   D#m        F#3          D#3                      B5 D5
63.2.01    223.00   G#5        G#2 F#3      D#3 D#4 G#3              D5 C5
63.2.12    223.10   G#5        G#2 F#3      D#3 D#4 G#3              D5 C5
63.2.24    223.20   G#5        G#2 F#3      D#3 G#3                  C5 C5
63.2.35    223.30   G#5        G#2 F#3      D#3 G#3                  C5
63.2.46    223.40   G#5        G#2 F#3      D#3 G3                   C5 C5
63.2.57    223.50   G          G2 F#3       D3 D#3 G3 B3             C5 C5
63.2.68    223.60   G          G2 F#3       D3 G3 B3                 C5 C5
63.2.79    223.70   G          G2 F#3       E3 D3 G3 B3              C5 B4
63.2.90    223.80   G          G2 F#3       E3 D3 B3                 B4
63.3.02    223.90   G          G2 F#3       E3 D3 B3                 B4 A4
63.3.13    224.00   G          G2 F#3       E3 D3 B3                 D5 A4
63.3.24    224.10   G          G2 F#3       E3 D3 B3                 D5 D5
63.3.35    224.20   G5         G2           D3 E3 G4 F#3             D5 D5
63.3.46    224.30   G          B2 G2        D3 G3 D4 G4 F#3 F#4      D5 D5
63.3.57    224.40   G          B2 G2        D3 G3 D4 B3 F#4          A4 D5
63.3.69    224.50   G          B2 G2        D3 D4 G3 B3 E3 F#4       A4 D5
63.3.80    224.60   G          G2 B2        D3 D4 B3 E3 G3           B4 F#5
63.3.91    224.70   G          G2 B2        D3 D4 B3 E3 G3           B4 F#5
63.4.02    224.80   G          B2 G2        D3 D4 B3 E3 G3           B4 F#5
63.4.13    224.90   G          B2 G2        E3 D3 B4 D4 G3           -
63.4.25    225.00   G          B2 G2        E3 D3 D4 G3              A5 F#5
63.4.36    225.10   Em         B2           D3 D4 E3 G3              A5 F#5
63.4.47    225.20   D          F#2 F#3      D3 D4 B3 A3              A5 F#5
63.4.58    225.30   D          F#2 F#3      D3 D4 B3 A3              A5 F#4
63.4.69    225.40   D          F#2 F#3      D3 D4 B3 A3              A5 F#4
63.4.80    225.50   D          F#2 F#3      D3 D4 B3 A3              -
63.4.92    225.60   D          F#3          D3 D4 B3 A3              E5
64.1.03    225.70   Bm         F#3          D3 D4 B3                 F#5 E5
64.1.14    225.80   Bm         F#3          D3 D4 B3                 F#5 E5
64.1.25    225.90   Bm         B1 F#3       D3 D4 B3                 B5 F#5
64.1.36    226.00   Bm         F#3          D3 D4 B3                 B5 B5
64.1.47    226.10   Bm         B1 F#3       D3 D4 C#3 B3             B5 B5
64.1.59    226.20   Bm         F#3          D3 D4 B3 C#3             B5 A5
64.1.70    226.30   G          F2 F#3       G3 D3 B3                 B5 A5
64.1.81    226.40   G          G2 F2        G3 D3 B3 B4 F#4          B5 A5
64.1.92    226.50   G          G2           G3 D3 B3                 A5 F#5
64.2.03    226.60   G          G2 F#3       D3 B3 D4                 A5 F#5
64.2.14    226.70   G          G2 F#3       D3 B3 D4                 F#5 D5
64.2.25    226.80   G          G2 F#3       D3 B3 D4 G4              F#5 D5
64.2.37    226.90   G          G2 F#3       D3 B3 D4 G4              F#5 D5
64.2.48    227.00   G          G2 F#3       D3 B3 D4 G4              D5 F#5
64.2.59    227.10   G          G2 F#3       B3 B4 D3 D4              -
64.2.70    227.20   G          G2 F#3       B3 B4 D3 D4              -
64.2.81    227.30   G          G2 A#2       F3 A#3 B3 A#4 F#3 D4     F5 D5
64.2.93    227.40   A#5        A#2          F3 A#3 A#4 A3 F#3        F5 D5
64.3.04    227.50   A#5        A#1 A#2      F3 A#3 A3 F#3            F5 E5
64.3.15    227.60   A#5        A#1 A#2      F3 A#3 A3                F5 E5
64.3.26    227.70   A#5        A#1 A#2      F3 A3                    E5 E5
64.3.37    227.80   A#5        A#1 A#2      F3 A#4 A3                E5 C5
64.3.48    227.90   A#5        A#1 A#2      F3 A#4                   E5 C5
64.3.59    228.00   A#5        A#1 A#2      F3 C3 A3                 C5 G4
64.3.71    228.10   A#         A#1 A#2      D3 F3 C3 A3 F#4          C5 G4
64.3.82    228.20   Dm         A2           D3 D4 F3 A3              D5 C5
64.3.93    228.30   D5         A2           D3 D4 A3 A#3             D5 G4
64.4.04    228.40   D5         A2           D3 A#3 D4                D5 G4
64.4.15    228.50   D5         A1           D3 A#3 A3 D4             D5 A#4
64.4.27    228.60   F#aug      F#2          D3 A#3 D4                A#4 A4
64.4.38    228.70   A#         F2           D3 D4 A#3                A#4 A4
64.4.49    228.80   Bm         B2           D3 D4 A#3                A4 G4
64.4.60    228.90   Bm         B2           D3 D4                    A4 G4
64.4.71    229.00   Bm         B2           D3 D4                    G4 F4
64.4.82    229.10   Dm         F2           D3 D4                    G4 F4
64.4.93    229.20   A#         F2           D3 D4 A#3                E4 G4
65.1.05    229.30   Emin7b5    E2           D3 D4 A#3                E4 G4
65.1.16    229.40   Emin7b5    E2           D3 D4 A#3                E4 G4
65.1.27    229.50   Emin7b5    E2           D4 D3 A#3 C4             D5 A#4
65.1.38    229.60   F#aug      F#2 E2       D3 D4 C3 C4 A#3          D5 A#4
65.1.49    229.70   Emin7b5    E2           D3 C3 C4 A#3 D4          D5 A#4
65.1.61    229.80   A#         E2           F4 D3 D4 C4 A#3          E4
65.1.72    229.90   Dm         -            F4 E3 D3 D4              E4
65.1.83    230.00   Dm         -            F4 F3 D3 D4              E4
65.1.94    230.10   F5         F2           C4 F3 D3 E3 D4           E4 F4
65.2.05    230.20   F5         F2           C4 F3 D4                 F4 F4
65.2.16    230.30   -          -            C4                       F4 F4
65.2.27    230.40   Am         E2 A1        C4                       E4 F4
65.2.39    230.50   Am         E2 A1        A#3 C4 C3 E4             -
65.2.50    230.60   Emin7b5    E2           A#3 D4 C3 C4             E4 C5
65.2.61    230.70   Emin7b5    E2           A#3 D4 D3 C3 C4          E4 C5
65.2.72    230.80   F#aug      F#2 E2       A#3 D4 D3 C3 C4          C5
65.2.83    230.90   Daug       -            A#3 D3 D4 E4 E3 C4       -
65.2.94    231.00   Daug       -            D3 A#3 D4 E3 E4 C4       -
65.3.06    231.10   D5         -            D3 A3 A#3                A#4 F#4
65.3.17    231.20   A          E2 D3        A3 C#4                   A#4 F#4
65.3.28    231.30   D          D2           D3 A3 C#3 C#4 F#3        A#4 F#4
65.3.39    231.40   D          D2           D3 C#3 A3 C#4 F#3 F#4    -
65.3.50    231.50   D          D2 F2        D3 A3 C#3 F#4 C#4        -
65.3.62    231.60   D          D2 F2        D3 A3 A4 F#4 C#3 C#4     -
65.3.73    231.70   D          D2 F2        A3 D3 A4 C#3 F#4         -
65.3.84    231.80   Dm         A2 F2 D2     A3 D3 C#3                B4 A4
65.3.95    231.90   A5         A2           E3 A3 D3                 A4 B4
65.4.06    232.00   A5         A2           E3 A3                    D5 B4
65.4.17    232.10   A5         A1 E3        -                        D5 B4
65.4.29    232.20   A5         A1 E3        -                        D5 B4
65.4.40    232.30   A5         A1 E3        -                        -
65.4.51    232.40   A5         A1 E3        -                        -
65.4.62    232.50   A5         A1 E3        G3                       E4 D5
65.4.73    232.60   D5         E3           G3 D3 A3 A4              E4 D5
65.4.84    232.70   D5         G3 E3        D3 A3                    D5 A4
65.4.95    232.80   D5         G3 E3        D3 A3                    A4 G4
66.1.07    232.90   G5         G3           E3 D3                    A4 G4
66.1.18    233.00   Em         F#3          E3 G3 G4 F4              B4 A4
66.1.29    233.10   Em         F#3          E3 G3 G4 F4              D5 B4
66.1.40    233.20   B5         F#3 B1       G4                       D5 B4
66.1.51    233.30   B5         B1 F#3       -                        D5 F#4
66.1.62    233.40   F#min7     F#3          E4                       -
66.1.74    233.50   -          F#3          -                        E4 F#4
66.1.85    233.60   B5         B1 F#3       -                        E4 F#4
66.1.96    233.70   Bm         B1 F#3       D4                       F#4 E4
66.2.07    233.80   D          F#3          D4 D3                    E4
66.2.18    233.90   Cdim       F#3          C3 D3 D4                 E4
66.2.30    234.00   C          G3           E3 C3 F#4                E4
66.2.41    234.10   Em         G3           E3 F#4                   E4
66.2.52    234.20   Esus2      F#3          E3                       F#4 G4
66.2.63    234.30   -          F#3          -                        G4 F#4
66.2.74    234.40   -          F#3          -                        G4 F#4
66.2.85    234.50   D          F#3          D3                       E4
66.2.97    234.60   D          F#3          D3 D4                    E4 D5
66.3.08    234.70   D          F#3          D3 D4                    E4 D5
66.3.19    234.80   G5         F2           D3 E3 D4 F#3 G3          E4 D5
66.3.30    234.90   F          A2 F2        E3 D3 A3 G3 C4           E4 A4
66.3.41    235.00   Am         A2           E3 C3 D3 A3 G3 C4        E4 A4
66.3.52    235.10   Am         A1 A2        E3 C3 A3 C4 G3           E4 A4
66.3.63    235.20   Am         A1 A2        E3 E4 A3 C4 B3 A4 G3     -
66.3.75    235.30   Am         A1 A2        A3 E3 A4 E4 C4 B3 G3     -
66.3.86    235.40   Am         A2 A1        A3 A4 E4 C4 G3           -
66.3.97    235.50   D5         A1 A2        A3 D3 C4 G3              B4 A4
66.4.08    235.60   D5         A2           A3 G3 D3 C4              B4 A4
66.4.19    235.70   D5         A2 G3        D3 A3                    B4 A4
66.4.31    235.80   F          F2 A2        G3                       E4 D5
66.4.42    235.90   F          F2 A2        G3                       E4 D5
66.4.53    236.00   A5         A2 A1        G3 E3 A4                 D5 B4
66.4.64    236.10   A5         A1 A2        G3 A3 A4 E3              D5 B4
66.4.75    236.20   F#m        A2           A4 F#3 G3                D5 D5
66.4.86    236.30   F#m        F#3 A2       A4 G3                    D5 B4
66.4.98    236.40   D          F#3 G3       A4 E3 D3                 D5 B4
67.1.09    236.50   G5         F#3 G3       E3 D3                    A4 B4
67.1.20    236.60   G5         F#3 G3       E3 D3 E4                 A4 B4
67.1.31    236.70   D7         F#3          E3 D3 C4                 B5 B4
67.1.42    236.80   C          F#3          E3 D3 C3 C4              B5 B4
67.1.53    236.90   C          F#3 D3       E3 C4 C3                 B5 B4
67.1.64    237.00   F#dim      F#2 F#3      C3 C4 D3                 B4 F#4
67.1.76    237.10   -          F#2 F#3      -                        E4 F#4
67.1.87    237.20   F#min7     F#2 F#3      E3                       F#4
67.1.98    237.30   F#aug      F#2 F#3      E3 D3 D4                 E4 B4
67.2.09    237.40   F#aug      F#2 F#3      E3 D3 D4                 E4 B4
67.2.20    237.50   D          F#3          D3 E3 D4                 E4 B4
67.2.31    237.60   D          -            E3 D3 D4 E4 F#3          -
67.2.43    237.70   G#5        G#2          D#4 D4 G#3 F#3           D5 B4
67.2.54    237.80   G#5        G#2          D#3 D#4 G#3 F#3          D5 B4
67.2.65    237.90   G#5        G#2          F#3 D#4 D#3 G#3          D5 B4
67.2.76    238.00   G#         G#2 F#3      C4 D#3 D#4 G#3           -
67.2.87    238.10   G#         G#2 F#3      C4 D#3 D#4               -
67.2.99    238.20   G#         G#2 F#3      C4 A#3 D#4               -
67.3.10    238.30   G#7        G#2 F#3      A#3 C4                   D5 F#4
67.3.21    238.40   G#7        G#2 F#3      A#3 C3 C4                D5 F#4
67.3.32    238.50   G#7        G#2 F#3      C3 A#3 C4                D5 F#4
67.3.43    238.60   Gm         G#2 F#3      G3 D3 C3 A#3             G4 F#4
67.3.54    238.70   G5         G2 F#3       G3 D3 D4                 G4 F#4
67.3.66    238.80   G5         G2 F#3       E3 G3 D3 D4              G4 F#4
67.3.77    238.90   G          G2 F#3       E3 E4 D4 B3 G4           -
67.3.88    239.00   G          G2 F#3       E3 E4 B3 D4 G4           -
67.3.99    239.10   G          G2 F#3       E3 E4 B3 D4 G4           -
67.4.10    239.20   G          G2 F#3       D3 E3 E4 B3 D4           -
67.4.21    239.30   G          G2 F#3       D3 E3 B3                 D5
67.4.32    239.40   G          G2 F#3       D3 E3 B3                 D5 A4
67.4.44    239.50   G          G2 F#3       D3 E3 B3                 D5 A4
67.4.55    239.60   Bm         D3 F#3       E3 B3                    B5 D5
67.4.66    239.70   F#aug      F#2 D3       F#3                      D5 B5
67.4.77    239.80   F#aug      F#2 F#3      D3                       B5 B5
67.4.88    239.90   Bm         F#2 F#3      D3 B3                    B5 D5
68.1       240.00   Daug       F#3          D3 A#4 B3 E3             B5 B5
68.1.11    240.10   Daug       F#3          B3 D3 A#4 E3 B4          D5 B5
68.1.22    240.20   Bm         F#3          B3 D3 E3                 B5 D5
68.1.33    240.30   Bm         F#3          B3 E3 D3                 D5 B4
68.1.44    240.40   Em         F#3          B3 G3 D3 E3              D5 B4
68.1.55    240.50   G5         F#3          G3 D3 E4                 B4
68.1.67    240.60   G5         G2 F#3       G3 D3 E4                 B4 F#4
68.1.78    240.70   G5         G2 F#3       D3 G3                    B4 F#4
68.1.89    240.80   G          G2 F#3       D3 G3 B3                 F#4 B4
68.2       240.90   G          G2 F#3       E3 D3 G3 B3 G4           -
68.2.11    241.00   G5         G2 F#3       E3 D3 G3                 F#4 B4
68.2.22    241.10   G5         G2 F#3       E3 D3                    F#4 B4
68.2.34    241.20   G5         G2 F#3       E3 D3                    F#4 B4
68.2.45    241.30   G5         G2           E3 E4 D3 D4              -
68.2.56    241.40   G          G2           E3 B3 D3 D4              E4 B4
68.2.67    241.50   G          G2           E3 B3 D3 D4              E4 B4
68.2.78    241.60   G          G2           D3 D4 B3                 E4 B4
68.2.89    241.70   G5         G2           D3 D4                    D5 B4
68.3       241.80   G5         G2           D3 D4                    D5 B4
68.3.12    241.90   G5         G2           D3 D4                    A5 D5
68.3.23    242.00   G5         G2           D3 D4                    A5 D5
68.3.34    242.10   G          G2 B2        D4 D3                    A5 D5
68.3.45    242.20   G5         G2           D4                       A5 D5
68.3.56    242.30   G5         G2           D4                       A5 D5
68.3.68    242.40   A#         A#2          D4 D3                    A5 D5
68.3.79    242.50   A#         A#2          D3 D4 A#4                D5 A4
68.3.90    242.60   D5         A#2          D3 D4 A3 A#4             D5 A4
68.4.01    242.70   D5         A#2          D3 D4 A3 A#4             A4 A4
68.4.12    242.80   D5         A#2          D3 D4 A3 A#4             A4 A4
68.4.23    242.90   A#         A#2          D3 D4 G4 A3 F4           -
68.4.34    243.00   Gm         A#2 A#1      D3 G3 D4                 D5 A4
68.4.46    243.10   Gm         A#2          D3 G3 D4 A#4             D5 A4
68.4.57    243.20   Gm         A#2          D3 G3 D4 A#4             D5 A4
68.4.68    243.30   A#         A#2 G3       D3 D4 A#4 F4             -
68.4.79    243.40   A#         A#2          G4 G3 D3 D4 F4           -
68.4.90    243.50   Gm         A#2          G3 G4 D4 D3              -
69.1.02    243.60   Gm         A#2          D3 G3 A3 A#3 D4          D5 A4
69.1.13    243.70   Gm         A#2          D3 G3 A3 A#3             D5 A4
